File,Section,Flags,Clauses 
Mutter Wittig Verwaltungs GmbH anno.jsonl,"§ 5 Gesellschafterversammlung (1) Die ordentliche Gesellschafterversammlung findet jährlich innerhalb von einem Monat nach Aufstellung des Jahresabschlusses des Vorjahres am Sitz der Gesellschaft statt. Darüber hinaus sind Gesellschafterversammlungen einzuberufen, wenn dies im Interesse der Gesellschaft erforderlich ist. (2) Die Einberufung erfolgt durch die Geschäftsführer mittels eingeschriebenen Briefes unter Angabe der Tagesordnung und unter Einhaltung einer Frist von zwei Wochen. Mit Zustimmung aller Gesellschafter kann auf die Einhaltung der Form und Frist gemäß Satz 1 verzichtet werden. (3) Der Vorsitzende der Gesellschafterversammlung wird vor Eintritt in die Tagesordnung gewählt. (4) Jeder Gesellschafter kann sich durch einen Mitgesellschafter oder einen von Berufs wegen zur Verschwiegenheit verpflichteten Angehörigen der rechts-, steuerberatenden oder wirtschaftsprüfenden Berufe vertreten lassen, wenn er diese Absicht den anderen Gesellschaftern innerhalb einer Frist von mindestens 10 Tagen mitteilt. Die Vollmacht bedarf der Schriftform. (5) Die Gesellschafterversammlung ist beschlussfähig, wenn mindestens 75 % des Stammkapitals vertreten sind. Ist die Versammlung bei Eröffnung danach beschlussunfähig, so ist unverzüglich eine neue Versammlung einzuberufen, die dann ohne Rücksicht auf die Höhe des vertretenen Stammkapitals beschließen kann. Auf diese Folge ist in der erneuten Einladung hinzuweisen. (6) Die Gesellschafterversammlung ist insbesondere zur Entscheidung folgender Angelegenheiten zuständig: a) Feststellung des Jahresabschlusses; b) Beschlussfassung über die Gewinnverwendung; c) Entlastung der Geschäftsführung; d) Die Gesellschafterversammlung kann auch in allen anderen Angelegenheiten der Gesellschaft Beschlüsse fassen.",Orange Flag,"Gesellschafterversammlung, Gesellschafterversammlung"
Mutter Wittig Verwaltungs GmbH anno.jsonl,"§ 6 Gesellschafterbeschlüsse (1) Beschlüsse der Gesellschafter werden in Gesellschafterversammlungen gefasst. Außerhalb von Versammlungen können Beschlüsse auch schriftlich, per Telefax, per E-Mail, mündlich oder fernmündlich gefasst werden, wenn alle Gesellschafter zustimmen. (2) Gesellschafterbeschlüsse werden mit einfacher Mehrheit der abgegebenen Stimmen gefasst, soweit nicht zwingende gesetzliche Vorschriften oder dieser Vertrag eine andere Mehrheit verlangen.",Green Flag,"Gesellschafterbeschlüsse, Gesellschafterbeschlüsse"
Mutter Wittig Verwaltungs GmbH anno.jsonl,"§ 7 Schlussbestimmungen (1) Sollten einzelne Bestimmungen dieses Vertrags ganz oder teilweise unwirksam oder unanwendbar sein oder werden, oder sollte sich in dem Vertrag eine Lücke befinden, so soll hierdurch die Gültigkeit der übrigen Bestimmungen nicht berührt werden. Anstelle der unwirksamen oder unanwendbaren Bestimmung oder zur Auffüllung der Lücke soll eine angemessene Regelung treten, die, soweit rechtlich möglich, dem am nächsten kommt, was die Gesellschafter gewollt haben oder nach dem Sinn und Zweck dieses Vertrags gewollt haben würden, wenn sie den Punkt bedacht hätten. (2) Die Bekanntmachungen der Gesellschaft erfolgen im Bundesanzeiger.",Green Flag,"Schlussbestimmungen, Schlussbestimmungen"
OT Regio Hamburg & Schleswig Holstein GmbH anno.jsonl,GESELLSCHAFTSVERTRAG der OT Regio Hamburg & Schleswig Holstein GmbH,,TITEL
OT Regio Hamburg & Schleswig Holstein GmbH anno.jsonl,"§ 1 Firma und Sitz der Gesellschaft 1. 
Die Firma der Gesellschaft lautet: OT Regio Hamburg & Schleswig Holstein GmbH 2. 
Die Gesellschaft hat ihren Sitz in Hamburg.",RED FLAG,"Firma, Firma, Sitz, Sitz"
OT Regio Hamburg & Schleswig Holstein GmbH anno.jsonl,"§ 2 Gegenstand der Gesellschaft
1. Zweck der Gesellschaft ist die Entwicklung und Erbringung von Marketing-, Beratungs- und Logistikdienstleistungen, die Bereitstellung von E-Commerce-Lösungen für den Onlinehandel mit Automobilersatzteilen und Handelszubehör, die Vermittlung und der Vertrieb von Produkten im Automobilersatzteil- und Handelswarengeschäft an Kraftfahrzeugwerkstätten, die keine OEM-Belieferungen von Automobilersatzteilen durch den Hersteller erhalten, in der Region Hamburg nördlich der Elbe & Schleswig-Holstein.
2. Die Gesellschaft ist berechtigt, alle Geschäfte und Maßnahmen zu treffen, die dem vorstehenden Gesellschaftszweck zu dienen geeignet sind.
3. Die Gesellschaft ist ferner berechtigt, wesentliche Betriebsteile und/oder Geschäftsbereiche zu veräußern. Die Gesellschaft ist berechtigt, Zweigniederlassungen, Tochtergesellschaften und Vertretungen zu errichten und solche auch zu schließen oder zu veräußern.
4. Die Gesellschaft erbringt alle ihre Leistungen unter einem einheitlichen Marktauftritt (Corporate Identity), der von dem Gesellschafter Techno-Einkauf GmbH nach einem überregionalen Marketing-Konzept vorgegeben wird.",RED FLAG,"Gegenstand, Gegenstand"
OT Regio Hamburg & Schleswig Holstein GmbH anno.jsonl,"§ 3 Geschäftspolitik der Gesellschaft
1. Die Gesellschaft strebt an, den Umsatz der komplementären Sortimentsbausteine 'Automobilersatzteile' mit 80 % und 'Handelszubehör' mit 20 % zu gewichten und wird ihre Aktivitäten im Vertrieb entsprechend steuern.
2. Die Gesellschaft wird Vorschläge des Gesellschafters Techno-Einkauf GmbH zur Beschaffung und zur Sortimentsbildung im Bereich Handelszubehör prüfen und im Rahmen ihres Gegenstandes berücksichtigen.",Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
OT Regio Hamburg & Schleswig Holstein GmbH anno.jsonl,"§ 4 Geschäftsjahr: 1. Das Geschäftsjahr der Gesellschaft entspricht dem Kalenderjahr. 2. Das erste Geschäftsjahr, ein Rumpfgeschäftsjahr, läuft von der Eintragung der Gesellschaft im Handelsregister bis zum darauf folgenden 31. Dezember.",Orange Flag,"Geschäftsjahr, Geschäftsjahr"
OT Regio Hamburg & Schleswig Holstein GmbH anno.jsonl,"§5 Stammkapital
1. Das Stammkapital der Gesellschaft beträgt € 25.000 (in Worten: Euro fünfundzwanzigtausend).
2. Hiervon entfallen auf 
   a) die Techno-Einkauf GmbH der Geschäftsanteil Nr. 1 im Nennbetrag von € 5.000,00,
   b) die Nord-Ostsee Automobile GmbH & Co. KG der Geschäftsanteil Nr. 2 im Nennbetrag von € 10.000,00,
   c) die Nord-Ostsee Automobile GmbH & Co. KG der Geschäftsanteil Nr. 3 im Nennbetrag von € 10.000,00.
3. Die auf die Geschäftsanteile anfallenden Stammeinlagen sind in Geld zu leisten und sofort fällig.",RED FLAG,"Stammeinlagen, Stammkapital, Stammkapital"
OT Regio Hamburg & Schleswig Holstein GmbH anno.jsonl,"§6 Übertragung von Geschäftsanteilen
1. Die Übertragung von Geschäftsanteilen oder Teilen davon bedarf der vorherigen schriftlichen Einwilligung aller Gesellschafter.
2. Belastungen eines Geschäftsanteils, die Einräumung einer Unterbeteiligung an einem Geschäftsanteil und die Begründung eines Treuhandverhältnisses an einem Geschäftsanteil sowie sonstige Verfügungen über den Geschäftsanteil oder über einzelne Rechte und Ansprüche aus dem Gesellschaftsverhältnis sind entsprechend § 6 Ziff. 1 zustimmungsbedürftig.
3. Verstößt ein Gesellschafter gegen seine Pflichten aus diesem § 6, so gelten die Bestimmungen dieses Vertrags über die Einziehung seines Geschäftsanteils entsprechend. Dies gilt auch bereits für den Fall, dass sich der Gesellschafter zu einer gegen diesen § 6 verstoßenden Übertragung oder Verfügung verpflichtet.",Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
OT Regio Hamburg & Schleswig Holstein GmbH anno.jsonl,"§7 Einziehung von Geschäftsanteilen
1. Gesellschafter können die Einziehung von Geschäftsanteilen mit Zustimmung des betroffenen Gesellschafters stets beschließen.
2. Der Zustimmung des betroffenen Gesellschafters bedarf es nicht, wenn ein wichtiger Grund in der Person und in dem Verhalten des betroffenen Gesellschafters gegeben ist, insbesondere, wenn der Gesellschafter durch nachhaltiges geschäftswidriges Verhalten einen wichtigen Grund zur Einziehung seines Geschäftsanteils gegeben hat, der sein Verbleiben in der Gesellschaft oder für die anderen Gesellschafter unzumutbar erscheinen lässt. Ein wichtiger Grund liegt auch vor, wenn der Dienstleistungsvertrag mit einem Gesellschafter entgegen § 15 endet.
3. Bei der Beschlussfassung der Gesellschafterversammlung hat der betroffene Gesellschafter kein Stimmrecht.
4. Statt der Einziehung kann die Gesellschafterversammlung beschließen, dass der Anteil von der Gesellschaft erworben oder auf eine von ihr benannte Person oder Gesellschaft übertragen wird. In diesem Fall ist der Erwerber zur Zahlung des Ausgleichs entsprechend § 7 Ziff. 5. zu verpflichten; die Gesellschaft haftet als Gesamtschuldner für die Zahlung.
5. Die Einziehungsvergütung besteht in einem Geldbetrag in Höhe desjenigen Anteils am Eigenkapital (Stammkapital zzgl. Kapital- und Gewinnrücklagen und eines etwaigen Bilanzgewinns abzüglich eines etwaigen Bilanzverlustes) der Gesellschaft zum Stichtag, der dem Verhältnis des eingezogenen Geschäftsanteils zum Stammkapital entspricht. Hiervon abzuziehen ist ein Betrag in Höhe desjenigen Teiles des in der Bilanz zum Stichtag ausgewiesenen Bilanzgewinns, der an den ausscheidenden Gesellschafter ausgeschüttet wird. Hinzuzurechnen ist derjenige Betrag, der an den ausscheidenden Gesellschafter ausgeschüttet werden müsste, wenn der auf seinen Geschäftsanteil zeitanteilig entfallende Teil des ausschüttungsfähigen Jahresüberschusses des Geschäftsjahres, in dem die Einziehung erfolgt, voll an ihn ausgeschüttet würde.",Green Flag,"Einziehung, Einziehung"
OT Regio Hamburg & Schleswig Holstein GmbH anno.jsonl,"§8 Geschäftsführung und Vertretung
1. Die Gesellschaft hat einen oder mehrere Geschäftsführer.
2. Die Gesellschaft wird vertreten:
   a) wenn ein Geschäftsführer vorhanden ist, durch diesen;
   b) wenn mehrere Geschäftsführer bestellt sind, durch zwei Geschäftsführer oder einen Geschäftsführer in Gemeinschaft mit einem Prokuristen.
3. Die Geschäftsführer der Gesellschaft sind vom Verbot der Mehrfachvertretung (§ 181 2. Alternative BGB) befreit. Die Gesellschafterversammlung kann die Befreiung von den Beschränkungen des § 181 BGB generell oder für den Einzelfall erweitern oder einschränken.
4. Durch Beschluss der Gesellschafterversammlung kann einzelnen oder mehreren Geschäftsführern Einzelvertretungsberechtigung erteilt werden.
5. Der oder die Geschäftsführer dürfen nicht ohne vorherige Zustimmung der Gesellschafterversammlung folgende Geschäfte der Gesellschaft vornehmen und Maßnahmen treffen:
   a) Abschluss, Kündigung und Änderung von Dienstleistungsverträgen mit Lieferanten von Automobilersatzteilen und damit zusammenhängender Produkte;
   b) Abschluss, Kündigung und Änderung von Verträgen mit Gesellschaftern und ihnen nahestehenden Personen, mit Ausnahme von Verträgen des täglichen operativen Liefer- und Leistungsgeschäfts, soweit diese zu Bedingungen wie unter Dritten abgeschlossen werden;
   c) Erwerb, Veräußerung und Belastung von Grundstücken und grundstücksgleichen Rechten; Anschaffung und Veräußerung von Gegenständen des Anlagevermögens mit Verpflichtungen für die Gesellschafter oder im (Verkehrs-)Wert von mehr als € 15.000,00;
   d) Abschluss von Miet-, Pacht- sowie Leasingverträgen mit einer Laufzeit von mehr als 5 Jahren mit jährlichen Miet-, Pacht- und Leasinggebühren von mehr als € 5.000,00 im Einzelfall;
   e) Abschluss, Änderung und Kündigung von Unternehmensverträgen im Sinne der §§ 291 ff. AktG;
   f) Erteilung, Änderung und Beendigung von Pensions- und sonstigen Versorgungszusagen;
   g) Aufnahme und Gewährung von Darlehen und Krediten außerhalb des üblichen Geschäftsverkehrs;
   h) Errichtung und Aufgabe von Standorten sowie Erwerb, Pacht und/oder Miete von Betrieben und Teilbetrieben und der Beteiligung an anderen Unternehmen;
   i) Erteilung von Prokuren und Generalvollmachten;
   j) Geschäfte und Maßnahmen im Sinne der Ziffern lit. a) bis j) bei Tochter- und Beteiligungsgesellschaften;
Die Gesellschafterversammlung kann den Kreis der zustimmungspflichtigen Geschäfte jederzeit erweitern.
6. Die Gesellschafterversammlung kann, soweit dies nicht gegen zwingendes Recht verstößt, der Geschäftsführung im Einzelfall oder generell Weisungen erteilen.","Orange Flag, Orange Flag","Geschäftsführung, Geschäftsführung, Vertretung, Vertretung"
OT Regio Hamburg & Schleswig Holstein GmbH anno.jsonl,"§9 Gesellschafterversammlung
1. Oberstes Organ der Gesellschaft ist die Gesellschafterversammlung.
2. Die Einberufung einer Gesellschafterversammlung hat durch die Geschäftsführer mit einfachem Brief oder E-Mail zu erfolgen, die die Tagesordnung enthalten muss.
3. Die Gesellschafterversammlung ist beschlussfähig, wenn alle Gesellschafter in einer ordnungsgemäß eingeladenen Gesellschafterversammlung anwesend oder vertreten sind. Zu einer Gesellschafterversammlung ist mit einer Frist von 21 Tagen unter Angabe der Tagesordnung einzuladen. Ist eine ordnungsgemäß geladene Gesellschafterversammlung nicht beschlussfähig, so kann mit einer Frist von 8 Tagen zu einer nochmaligen Gesellschafterversammlung mit gleicher Tagesordnung geladen werden. Diese Gesellschafterversammlung ist in jedem Falle beschlussfähig. Darauf ist in der Einladung zu dieser zweiten Gesellschafterversammlung hinzuweisen.
4. Die ordentliche Gesellschafterversammlung ist jährlich abzuhalten. Außerordentliche Gesellschafterversammlungen finden auf Veranlassung der Geschäftsführung statt, oder wenn dies von Gesellschaftern, die insgesamt mindestens 10 % des Festkapitals auf sich vereinigen, gegenüber der Geschäftsführung schriftlich unter Angabe der Tagesordnung verlangt wird. Sofern die Geschäftsführung einem solchen Einberufungsverlangen nicht innerhalb von 8 Tagen nachkommt, sind die die außerordentliche Gesellschafterversammlung verlangenden Gesellschafter berechtigt, ihrerseits nach Maßgabe dieses § 9 zu einer außerordentlichen Gesellschafterversammlung einzuladen.
5. Gesellschafterversammlungen finden grundsätzlich in den Geschäftsräumen der Gesellschaft an deren Sitz statt. Die Geschäftsführung kann bei der Einberufung der Gesellschafterversammlung einen anderen Ort am Sitz der Gesellschaft als Versammlungsort bestimmen.
6. Die Gesellschafterversammlung wählt den Versammlungsleiter. Der Versammlungsleiter leitet die Gesellschafterversammlung. Er bestimmt insbesondere die Reihenfolge, in der die Tagesordnung der Gesellschafterversammlung verhandelt wird, und legt die Art und Weise der Abstimmung bei Beschlüssen und Wahlen fest.",Orange Flag,"Gesellschafterversammlung, Gesellschafterversammlung"
OT Regio Hamburg & Schleswig Holstein GmbH anno.jsonl,"§ 10 Beschlüsse der Gesellschafterversammlung
1. Beschlüsse der Gesellschafterversammlung bedürfen der Mehrheit von 75 % der in der Gesellschafterversammlung abgegebenen Stimmen, es sei denn, Gesellschaftsvertrag oder Gesetz schreiben zwingend eine größere Mehrheit vor.
2. In der Gesellschafterversammlung gewähren je nominal € 1,00 Anteil am Stammkapital eine Stimme.
3. Die Gesellschafter werden in Gesellschafterversammlungen sowie bei Beschlussfassungen ohne Abhaltung einer Gesellschafterversammlung durch ihre Geschäftsführer oder Vorstandsmitglieder vertreten. Im Übrigen ist die Vertretung nur durch einen Mitgesellschafter oder den nach vorstehendem Satz 2 zugelassenen Vertreter eines Gesellschafters zulässig. Die Vertretung durch einen Mitgesellschafter bedarf einer schriftlichen - soweit nicht weitergehende Formerfordernisse notwendig sind - Vollmacht, die in der Gesellschafterversammlung durch Vorlage nachzuweisen ist.
4. Beschlussfassungen ohne Einberufung und Abhaltung einer Gesellschafterversammlung durch schriftliche Stimmabgabe sowie per Telefax sind zulässig, wenn sämtliche Gesellschafter zustimmen.
5. Die Beschlüsse der Gesellschafter sind, soweit nicht eine weitergehende notarielle Beurkundung erforderlich ist, durch ein Protokoll festzuhalten, das allen Gesellschaftern zuzusenden ist. Das Protokoll ist von dem Leiter der Gesellschafterversammlung und dem Protokollführer, der durch den Versammlungsleiter bestimmt wird, zu unterzeichnen. Einwendungen (Anfechtung/Nichtigkeit) gegen Gesellschafterbeschlüsse können nur innerhalb von zwei Monaten nach Zugang des Protokolls erhoben werden.",Green Flag,"Gesellschafterbeschlüsse, Gesellschafterbeschlüsse"
OT Regio Hamburg & Schleswig Holstein GmbH anno.jsonl,"§ 11 Jahresabschluss
1. Der Jahresabschluss der Gesellschaft ist durch die Geschäftsführung innerhalb der gesetzlichen Fristen aufzustellen.
2. Jeder Gesellschafter erhält ein Exemplar des Jahresabschlusses.",Green Flag,"Jahresabschluss, Jahresabschluss"
OT Regio Hamburg & Schleswig Holstein GmbH anno.jsonl,§ 12 Dauer der Gesellschaft Die Dauer der Gesellschaft ist unbestimmt.,Orange Flag,"Dauer, Dauer"
OT Regio Hamburg & Schleswig Holstein GmbH anno.jsonl,"§ 13 Liquidaton Im Falle der Auflosung der Gesellschaft erfolgt die Liquidation durch die Geschaftsfuhrer, es sei denn, dass durch Beschluss der Gesellschafter die Liquidation oder Auflosung der Gesellschaft anderen Personen ubertragen wird.",Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
OT Regio Hamburg & Schleswig Holstein GmbH anno.jsonl,"§14 Wettbewerbsverbot und Geheimhaltungsverpflichtung
1. Kein Gesellschafter und kein Geschäftsführer darf während ihrer Zugehörigkeit zu der Gesellschaft mit dieser unmittelbar oder mittelbar in Wettbewerb treten.
2. Wettbewerb ist jede selbständige oder unselbständige, mittelbare oder unmittelbare Tätigkeit im sachlichen und örtlichen Tätigkeitsbereich der Gesellschaft.
3. Dieses Wettbewerbsverbot gilt für die Gesellschafter und Geschäftsführer nicht für die von ihnen jeweils zur Zeit des Vertragsabschlusses oder ihres Beitritts zur Gesellschaft vertriebenen Waren und/oder Dienstleistungen der Kraftfahrzeug-Branche sowie für die unmittelbaren oder mittelbaren Beteiligungen an Kraftfahrzeugbetrieben, soweit sie den Vertrieb von Waren und die Erbringung von Dienstleistungen in oder an Vertragswerkstätten der Kraftfahrzeughersteller betreffen. Dieses gilt auch für Kraftfahrzeugbetriebe, welche ein Gesellschafter künftig erwirbt. Das Wettbewerbsverbot gilt ferner nicht für die Übernahme und das Halten von Beteiligungen an börsennotierten Gesellschaften bis zur Höhe von 5 % des stimmberechtigten Kapitals. Im Übrigen gilt dieses Wettbewerbsverbot nur, soweit es rechtlich zulässig vereinbart werden kann.
4. Die Gesellschafter haben alle vertraulichen Informationen, die sie als Gesellschafter der Gesellschaft über diese und über ihre Mitgesellschafter und deren Unternehmen, Kunden und Partnerbetriebe erhalten, streng geheim zu halten.",Green Flag,"Wettbewerb, Wettbewerb"
OT Regio Hamburg & Schleswig Holstein GmbH anno.jsonl,"§15 Kopplung mit Dienstleistungsvertrag
1. Jeder Gesellschafter, mit Ausnahme des Gesellschafters Techno-Einkauf GmbH, schließt mit Eintritt einen Dienstleistungsvertrag mit der Gesellschaft ab, der insbesondere die entgeltliche Bereitstellung von Logistik- und Bestellsystemen regelt.
2. Die Gesellschafter sind verpflichtet, den Dienstleistungsvertrag für die Dauer ihrer Zugehörigkeit zur Gesellschaft aufrechtzuerhalten.",Green Flag,"Sonstige_Klauseln, Sonstige_Klauseln"
